datum,einrichtung,geschlecht,erstimpfungen,zweitimpfungen,drittimpfungen
2021-09-23,Impfzentrum,Weiblich,27863,25359,154
2021-09-23,Impfzentrum,Maennlich,24392,22116,158
2021-09-23,Impfzentrum,Divers,25,19,0
2021-09-24,Impfzentrum,Weiblich,27896,25434,167
2021-09-24,Impfzentrum,Maennlich,24441,22198,164
2021-09-24,Impfzentrum,Divers,25,19,0
2021-09-25,Impfzentrum,Weiblich,27914,25483,168
2021-09-25,Impfzentrum,Maennlich,24476,22272,166
2021-09-25,Impfzentrum,Divers,25,19,0
2021-09-26,Impfzentrum,Weiblich,27917,25504,169
2021-09-26,Impfzentrum,Maennlich,24488,22305,170
2021-09-26,Impfzentrum,Divers,25,19,0
2021-09-27,Impfzentrum,Weiblich,27947,25547,181
2021-09-27,Impfzentrum,Maennlich,24510,22358,176
2021-09-27,Impfzentrum,Divers,25,19,0
2021-09-28,Impfzentrum,Weiblich,27960,25575,186
2021-09-28,Impfzentrum,Maennlich,24531,22397,180
2021-09-28,Impfzentrum,Divers,25,19,0
2021-09-29,Impfzentrum,Weiblich,27979,25622,198
2021-09-29,Impfzentrum,Maennlich,24553,22453,191
2021-09-29,Impfzentrum,Divers,25,19,0
2021-09-30,Impfzentrum,Weiblich,27999,25671,207
2021-09-30,Impfzentrum,Maennlich,24568,22496,200
2021-09-30,Impfzentrum,Divers,25,19,0
2021-10-01,Impfzentrum,Weiblich,28037,25740,216
2021-10-01,Impfzentrum,Maennlich,24614,22593,210
2021-10-01,Impfzentrum,Divers,25,19,0
2021-10-03,Impfzentrum,Weiblich,28045,25765,223
2021-10-03,Impfzentrum,Maennlich,24630,22622,220
2021-10-03,Impfzentrum,Divers,25,20,0
2021-10-04,Impfzentrum,Weiblich,28078,NA,271
2021-10-04,Impfzentrum,Maennlich,24636,NA,240
2021-10-04,Impfzentrum,Divers,25,NA,0
2021-10-05,Impfzentrum,Weiblich,28101,25876,286
2021-10-05,Impfzentrum,Maennlich,24651,22737,262
2021-10-05,Impfzentrum,Divers,25,20,0
2021-10-06,Impfzentrum,Weiblich,28119,25905,299
2021-10-06,Impfzentrum,Maennlich,24672,22787,268
2021-10-06,Impfzentrum,Divers,25,20,0
2021-10-07,Impfzentrum,Weiblich,28135,25953,308
2021-10-07,Impfzentrum,Maennlich,24692,22835,281
2021-10-07,Impfzentrum,Divers,25,20,0
2021-10-08,Impfzentrum,Weiblich,28168,26028,324
2021-10-08,Impfzentrum,Maennlich,24725,22922,294
2021-10-08,Impfzentrum,Divers,25,20,0
2021-10-09,Impfzentrum,Weiblich,28196,26076,331
2021-10-09,Impfzentrum,Maennlich,24750,22965,302
2021-10-09,Impfzentrum,Divers,25,20,0
2021-10-10,Impfzentrum,Weiblich,28199,26078,333
2021-10-10,Impfzentrum,Maennlich,24755,22969,305
2021-10-10,Impfzentrum,Divers,25,20,0
2021-10-11,Impfzentrum,Weiblich,28209,26105,343
2021-10-11,Impfzentrum,Maennlich,24774,23007,315
2021-10-11,Impfzentrum,Divers,25,20,0
2021-10-12,Impfzentrum,Weiblich,28227,26147,369
2021-10-12,Impfzentrum,Maennlich,24798,23046,335
2021-10-12,Impfzentrum,Divers,25,20,0
2021-10-13,Impfzentrum,Weiblich,28253,26190,414
2021-10-13,Impfzentrum,Maennlich,24829,23097,367
2021-10-13,Impfzentrum,Divers,25,20,0
2021-10-14,Impfzentrum,Weiblich,28270,26227,431
2021-10-14,Impfzentrum,Maennlich,24847,23130,384
2021-10-14,Impfzentrum,Divers,25,20,0
2021-10-15,Impfzentrum,Weiblich,28302,26301,446
2021-10-15,Impfzentrum,Maennlich,24886,23211,401
2021-10-15,Impfzentrum,Divers,25,20,0
2021-10-16,Impfzentrum,Weiblich,28320,26336,451
2021-10-16,Impfzentrum,Maennlich,24918,23261,407
2021-10-16,Impfzentrum,Divers,25,20,0
2021-10-17,Impfzentrum,Weiblich,28322,26338,451
2021-10-17,Impfzentrum,Maennlich,24921,23261,409
2021-10-17,Impfzentrum,Divers,25,20,0
2021-10-18,Impfzentrum,Weiblich,28337,26365,463
2021-10-18,Impfzentrum,Maennlich,24926,23286,425
2021-10-18,Impfzentrum,Divers,25,20,0
2021-10-19,Impfzentrum,Weiblich,28370,26432,541
2021-10-19,Impfzentrum,Maennlich,24960,23349,471
2021-10-19,Impfzentrum,Divers,25,20,0
2021-10-20,Impfzentrum,Weiblich,28378,26445,545
2021-10-20,Impfzentrum,Maennlich,24967,23358,489
2021-10-20,Impfzentrum,Divers,25,20,0
2021-10-21,Impfzentrum,Weiblich,28395,26470,557
2021-10-21,Impfzentrum,Maennlich,24976,23383,503
2021-10-21,Impfzentrum,Divers,25,20,0
2021-10-22,Impfzentrum,Weiblich,28434,26514,584
2021-10-22,Impfzentrum,Maennlich,25002,23441,526
2021-10-22,Impfzentrum,Divers,25,20,0
2021-10-23,Impfzentrum,Weiblich,28452,26549,597
2021-10-23,Impfzentrum,Maennlich,25038,23479,542
2021-10-23,Impfzentrum,Divers,25,20,0
2021-10-24,Impfzentrum,Weiblich,28452,26551,604
2021-10-24,Impfzentrum,Maennlich,25043,23483,552
2021-10-24,Impfzentrum,Divers,25,20,0
2021-10-25,Impfzentrum,Weiblich,28471,26574,630
2021-10-25,Impfzentrum,Maennlich,25057,23505,574
2021-10-25,Impfzentrum,Divers,25,20,0
2021-10-26,Impfzentrum,Weiblich,28502,26599,662
2021-10-26,Impfzentrum,Maennlich,25078,23541,613
2021-10-26,Impfzentrum,Divers,25,20,0
2021-10-27,Impfzentrum,Weiblich,28511,26617,688
2021-10-27,Impfzentrum,Maennlich,25092,23560,638
2021-10-27,Impfzentrum,Divers,25,20,0
2021-10-28,Impfzentrum,Weiblich,28538,26642,717
2021-10-28,Impfzentrum,Maennlich,25114,23589,666
2021-10-28,Impfzentrum,Divers,25,20,0
2021-10-29,Impfzentrum,Weiblich,28578,26684,764
2021-10-29,Impfzentrum,Maennlich,25148,23647,716
2021-10-29,Impfzentrum,Divers,25,20,0
2021-10-30,Impfzentrum,Weiblich,28596,26720,787
2021-10-30,Impfzentrum,Maennlich,25171,23672,748
2021-10-30,Impfzentrum,Divers,25,20,0
2021-10-31,Impfzentrum,Weiblich,28596,26720,787
2021-10-31,Impfzentrum,Maennlich,25171,23672,748
2021-10-31,Impfzentrum,Divers,25,20,0
2021-11-01,Impfzentrum,Weiblich,28608,26729,808
2021-11-01,Impfzentrum,Maennlich,25179,23683,772
2021-11-01,Impfzentrum,Divers,25,20,0
2021-11-02,Impfzentrum,Weiblich,28642,26771,857
2021-11-02,Impfzentrum,Maennlich,25212,23718,824
2021-11-02,Impfzentrum,Divers,25,20,0
2021-11-03,Impfzentrum,Weiblich,28678,26795,915
2021-11-03,Impfzentrum,Maennlich,25252,23760,881
2021-11-03,Impfzentrum,Divers,25,20,0
2021-11-04,Impfzentrum,Weiblich,28719,26836,1014
2021-11-04,Impfzentrum,Maennlich,25291,23800,965
2021-11-04,Impfzentrum,Divers,25,20,0
2021-11-05,Impfzentrum,Weiblich,28798,26886,1133
2021-11-05,Impfzentrum,Maennlich,25373,23877,1082
2021-11-05,Impfzentrum,Divers,25,20,1
2021-11-06,Impfzentrum,Weiblich,28832,26923,1186
2021-11-06,Impfzentrum,Maennlich,25415,23920,1123
2021-11-06,Impfzentrum,Divers,25,20,1
2021-11-07,Impfzentrum,Weiblich,28834,26926,1199
2021-11-07,Impfzentrum,Maennlich,25419,23924,1133
2021-11-07,Impfzentrum,Divers,25,20,1
2021-11-08,Impfzentrum,Weiblich,28884,26961,1322
2021-11-08,Impfzentrum,Maennlich,25487,23963,1254
2021-11-08,Impfzentrum,Divers,25,20,1
2021-11-09,Impfzentrum,Weiblich,28959,26974,1423
2021-11-09,Impfzentrum,Maennlich,25554,23997,1364
2021-11-09,Impfzentrum,Divers,25,20,1
2021-11-10,Impfzentrum,Weiblich,29032,27003,1628
2021-11-10,Impfzentrum,Maennlich,25635,24037,1526
2021-11-10,Impfzentrum,Divers,25,20,1
2021-11-11,Impfzentrum,Weiblich,29073,27025,1798
2021-11-11,Impfzentrum,Maennlich,25667,24065,1672
2021-11-11,Impfzentrum,Divers,25,20,1
2021-11-12,Impfzentrum,Weiblich,29132,27074,2009
2021-11-12,Impfzentrum,Maennlich,25723,24145,1840
2021-11-12,Impfzentrum,Divers,25,20,1
2021-11-13,Impfzentrum,Weiblich,29241,27119,2175
2021-11-13,Impfzentrum,Maennlich,25825,24191,1960
2021-11-13,Impfzentrum,Divers,25,20,1
2021-11-14,Impfzentrum,Weiblich,29262,27128,2246
2021-11-14,Impfzentrum,Maennlich,25849,24209,2028
2021-11-14,Impfzentrum,Divers,25,20,1
2021-11-15,Impfzentrum,Weiblich,29347,27154,2541
2021-11-15,Impfzentrum,Maennlich,25947,24255,2303
2021-11-15,Impfzentrum,Divers,25,20,1
2021-11-16,Impfzentrum,Weiblich,29430,27190,2762
2021-11-16,Impfzentrum,Maennlich,26020,24304,2483
2021-11-16,Impfzentrum,Divers,25,20,1
2021-11-17,Impfzentrum,Weiblich,29470,27218,3055
2021-11-17,Impfzentrum,Maennlich,26072,24330,2748
2021-11-17,Impfzentrum,Divers,25,20,1
2021-11-18,Impfzentrum,Weiblich,29530,27252,3594
2021-11-18,Impfzentrum,Maennlich,26144,24367,3175
2021-11-18,Impfzentrum,Divers,26,20,1
2021-11-19,Impfzentrum,Weiblich,29584,27298,4062
2021-11-19,Impfzentrum,Maennlich,26206,24402,3576
2021-11-19,Impfzentrum,Divers,26,20,1
2021-11-20,Impfzentrum,Weiblich,29653,27318,4464
2021-11-20,Impfzentrum,Maennlich,26282,24427,3977
2021-11-20,Impfzentrum,Divers,26,20,1
2021-11-21,Impfzentrum,Weiblich,29692,27333,4789
2021-11-21,Impfzentrum,Maennlich,26316,24445,4319
2021-11-21,Impfzentrum,Divers,26,20,1
2021-11-22,Impfzentrum,Weiblich,29731,27351,5109
2021-11-22,Impfzentrum,Maennlich,26351,24467,4656
2021-11-22,Impfzentrum,Divers,26,20,1
2021-11-23,Impfzentrum,Weiblich,29788,27373,5474
2021-11-23,Impfzentrum,Maennlich,26398,24494,4970
2021-11-23,Impfzentrum,Divers,26,20,2
2021-11-24,Impfzentrum,Weiblich,29869,27404,6005
2021-11-24,Impfzentrum,Maennlich,26496,24550,5446
2021-11-24,Impfzentrum,Divers,26,20,3
2021-11-25,Impfzentrum,Weiblich,29930,27450,6434
2021-11-25,Impfzentrum,Maennlich,26579,24596,5809
2021-11-25,Impfzentrum,Divers,26,20,5
2021-11-26,Impfzentrum,Weiblich,29999,27506,6910
2021-11-26,Impfzentrum,Maennlich,26645,24657,6136
2021-11-26,Impfzentrum,Divers,26,20,5
2021-11-27,Impfzentrum,Weiblich,30052,27549,7252
2021-11-27,Impfzentrum,Maennlich,26696,24690,6446
2021-11-27,Impfzentrum,Divers,26,20,6
2021-11-28,Impfzentrum,Weiblich,30088,27570,7624
2021-11-28,Impfzentrum,Maennlich,26739,24713,6785
2021-11-28,Impfzentrum,Divers,26,20,6
2021-11-29,Impfzentrum,Weiblich,30109,27584,7952
2021-11-29,Impfzentrum,Maennlich,26772,24737,7066
2021-11-29,Impfzentrum,Divers,27,20,6
2021-11-30,Impfzentrum,Weiblich,30140,27618,8350
2021-11-30,Impfzentrum,Maennlich,26804,24774,7453
2021-11-30,Impfzentrum,Divers,27,20,6
2021-12-01,Impfzentrum,Weiblich,30178,27644,8724
2021-12-01,Impfzentrum,Maennlich,26839,24800,7788
2021-12-01,Impfzentrum,Divers,27,20,7
2021-12-02,Impfzentrum,Weiblich,30214,27689,9195
2021-12-02,Impfzentrum,Maennlich,26872,24838,8197
2021-12-02,Impfzentrum,Divers,27,20,7
2021-12-04,Impfzentrum,Weiblich,30300,27774,9927
2021-12-04,Impfzentrum,Maennlich,26951,24954,8881
2021-12-04,Impfzentrum,Divers,27,20,7
2021-12-05,Impfzentrum,Weiblich,30363,27821,10339
2021-12-05,Impfzentrum,Maennlich,26999,24994,9296
2021-12-05,Impfzentrum,Divers,27,20,7
2021-12-06,Impfzentrum,Weiblich,30424,27876,10806
2021-12-06,Impfzentrum,Maennlich,27072,25065,9743
2021-12-06,Impfzentrum,Divers,27,20,7
2021-12-07,Impfzentrum,Weiblich,30482,27952,11310
2021-12-07,Impfzentrum,Maennlich,27153,25148,10257
2021-12-07,Impfzentrum,Divers,27,20,7
2021-12-08,Impfzentrum,Weiblich,30535,28019,11789
2021-12-08,Impfzentrum,Maennlich,27200,25221,10729
2021-12-08,Impfzentrum,Divers,27,20,7
2021-12-09,Impfzentrum,Weiblich,30586,28101,12311
2021-12-09,Impfzentrum,Maennlich,27253,25318,11322
2021-12-09,Impfzentrum,Divers,27,20,9
2021-12-10,Impfzentrum,Weiblich,30625,28218,12779
2021-12-10,Impfzentrum,Maennlich,27288,25443,11813
2021-12-10,Impfzentrum,Divers,27,20,9
2021-12-11,Impfzentrum,Weiblich,30671,28317,13135
2021-12-11,Impfzentrum,Maennlich,27336,25550,12189
2021-12-11,Impfzentrum,Divers,27,20,9
2021-12-12,Impfzentrum,Weiblich,30710,28369,13457
2021-12-12,Impfzentrum,Maennlich,27370,25604,12589
2021-12-12,Impfzentrum,Divers,27,20,10
2021-12-13,Impfzentrum,Weiblich,30736,28425,13935
2021-12-13,Impfzentrum,Maennlich,27406,25657,13083
2021-12-13,Impfzentrum,Divers,27,20,10
2021-12-14,Impfzentrum,Weiblich,30773,28476,14301
2021-12-14,Impfzentrum,Maennlich,27435,25720,13544
2021-12-14,Impfzentrum,Divers,27,20,11
2021-12-15,Impfzentrum,Weiblich,30866,28543,14770
2021-12-15,Impfzentrum,Maennlich,27539,25793,14118
2021-12-15,Impfzentrum,Divers,27,20,11
2021-12-16,Impfzentrum,Weiblich,30969,28592,15145
2021-12-16,Impfzentrum,Maennlich,27639,25843,14524
2021-12-16,Impfzentrum,Divers,27,20,11
2021-12-17,Impfzentrum,Weiblich,31112,28734,15681
2021-12-17,Impfzentrum,Maennlich,27781,25964,15061
2021-12-17,Impfzentrum,Divers,28,20,11
2021-12-18,Impfzentrum,Weiblich,31243,28791,15954
2021-12-18,Impfzentrum,Maennlich,27932,26032,15402
2021-12-18,Impfzentrum,Divers,28,20,11
2021-12-19,Impfzentrum,Weiblich,31294,28830,16314
2021-12-19,Impfzentrum,Maennlich,27997,26094,15826
2021-12-19,Impfzentrum,Divers,28,20,11
2021-12-20,Impfzentrum,Weiblich,31367,28883,16714
2021-12-20,Impfzentrum,Maennlich,28065,26157,16310
2021-12-20,Impfzentrum,Divers,28,20,11
2021-12-21,Impfzentrum,Weiblich,31424,28932,17166
2021-12-21,Impfzentrum,Maennlich,28147,26247,16875
2021-12-21,Impfzentrum,Divers,28,20,11
2021-12-22,Impfzentrum,Weiblich,31504,28982,17631
2021-12-22,Impfzentrum,Maennlich,28222,26326,17452
2021-12-22,Impfzentrum,Divers,28,20,11
2021-12-23,Impfzentrum,Weiblich,31536,29024,18041
2021-12-23,Impfzentrum,Maennlich,28275,26395,17977
2021-12-23,Impfzentrum,Divers,28,20,11
2021-12-26,Impfzentrum,Weiblich,31554,29042,18237
2021-12-26,Impfzentrum,Maennlich,28283,26415,18190
2021-12-26,Impfzentrum,Divers,28,20,11
2021-12-27,Impfzentrum,Weiblich,31625,29091,18626
2021-12-27,Impfzentrum,Maennlich,28378,26495,18600
2021-12-27,Impfzentrum,Divers,28,20,12
2021-12-28,Impfzentrum,Weiblich,31688,29193,19072
2021-12-28,Impfzentrum,Maennlich,28453,26607,19073
2021-12-28,Impfzentrum,Divers,28,20,12
2021-12-29,Impfzentrum,Weiblich,31740,29262,19406
2021-12-29,Impfzentrum,Maennlich,28511,26668,19378
2021-12-29,Impfzentrum,Divers,28,20,12
2021-12-30,Impfzentrum,Weiblich,31812,29321,19984
2021-12-30,Impfzentrum,Maennlich,28562,26730,19972
2021-12-30,Impfzentrum,Divers,28,20,12
2022-01-02,Impfzentrum,Weiblich,31835,29388,20350
2022-01-02,Impfzentrum,Maennlich,28572,26777,20303
2022-01-02,Impfzentrum,Divers,28,20,13
2022-01-03,Impfzentrum,Weiblich,31856,29462,20693
2022-01-03,Impfzentrum,Maennlich,28595,26855,20666
2022-01-03,Impfzentrum,Divers,28,20,14
2022-01-04,Impfzentrum,Weiblich,31921,29555,21159
2022-01-04,Impfzentrum,Maennlich,28652,26941,21174
2022-01-04,Impfzentrum,Divers,28,20,14
2022-01-05,Impfzentrum,Weiblich,31996,29666,21691
2022-01-05,Impfzentrum,Maennlich,28713,27049,21735
2022-01-05,Impfzentrum,Divers,28,20,14
2022-01-06,Impfzentrum,Weiblich,32012,29722,21885
2022-01-06,Impfzentrum,Maennlich,28732,27095,21898
2022-01-06,Impfzentrum,Divers,28,20,14
2022-01-07,Impfzentrum,Weiblich,32048,29823,22297
2022-01-07,Impfzentrum,Maennlich,28777,27221,22290
2022-01-07,Impfzentrum,Divers,28,20,14
2022-01-08,Impfzentrum,Weiblich,32092,29855,22619
2022-01-08,Impfzentrum,Maennlich,28821,27283,22598
2022-01-08,Impfzentrum,Divers,28,20,14
2022-01-09,Impfzentrum,Weiblich,32124,29952,23021
2022-01-09,Impfzentrum,Maennlich,28848,27420,23043
2022-01-09,Impfzentrum,Divers,29,20,14
2022-01-10,Impfzentrum,Weiblich,32135,29967,23125
2022-01-10,Impfzentrum,Maennlich,28849,27441,23151
2022-01-10,Impfzentrum,Divers,29,20,14
2022-01-11,Impfzentrum,Weiblich,32145,30019,23291
2022-01-11,Impfzentrum,Maennlich,28868,27505,23315
2022-01-11,Impfzentrum,Divers,29,20,14
2022-01-12,Impfzentrum,Weiblich,32154,30069,23461
2022-01-12,Impfzentrum,Maennlich,28882,27567,23509
2022-01-12,Impfzentrum,Divers,29,20,14
2022-01-13,Impfzentrum,Weiblich,32166,30138,23694
2022-01-13,Impfzentrum,Maennlich,28897,27629,23725
2022-01-13,Impfzentrum,Divers,29,20,14
2022-01-14,Impfzentrum,Weiblich,32201,30264,23975
2022-01-14,Impfzentrum,Maennlich,28934,27738,24068
2022-01-14,Impfzentrum,Divers,29,20,15
2022-01-15,Impfzentrum,Weiblich,32237,30305,24230
2022-01-15,Impfzentrum,Maennlich,28991,27787,24390
2022-01-15,Impfzentrum,Divers,29,20,15
2022-01-16,Impfzentrum,Weiblich,32240,30312,24283
2022-01-16,Impfzentrum,Maennlich,28993,27798,24462
2022-01-16,Impfzentrum,Divers,29,20,15
2022-01-17,Impfzentrum,Weiblich,32252,30358,24427
2022-01-17,Impfzentrum,Maennlich,29000,27840,24607
2022-01-17,Impfzentrum,Divers,29,20,15
2022-01-18,Impfzentrum,Weiblich,32262,30398,24525
2022-01-18,Impfzentrum,Maennlich,29011,27883,24709
2022-01-18,Impfzentrum,Divers,29,21,15
2022-01-19,Impfzentrum,Weiblich,32281,30438,24637
2022-01-19,Impfzentrum,Maennlich,29022,27933,24837
2022-01-19,Impfzentrum,Divers,29,21,16
2022-01-20,Impfzentrum,Weiblich,32293,30488,24758
2022-01-20,Impfzentrum,Maennlich,29034,27978,25032
2022-01-20,Impfzentrum,Divers,29,21,16
2022-01-21,Impfzentrum,Weiblich,32321,30580,24935
2022-01-21,Impfzentrum,Maennlich,29064,28099,25280
2022-01-21,Impfzentrum,Divers,29,22,17
2022-01-22,Impfzentrum,Weiblich,32358,30629,25062
2022-01-22,Impfzentrum,Maennlich,29084,28140,25397
2022-01-22,Impfzentrum,Divers,29,22,17
2022-01-23,Impfzentrum,Weiblich,32368,30654,25197
2022-01-23,Impfzentrum,Maennlich,29097,28182,25527
2022-01-23,Impfzentrum,Divers,29,22,17
2022-01-24,Impfzentrum,Weiblich,32376,30683,25283
2022-01-24,Impfzentrum,Maennlich,29106,28225,25622
2022-01-24,Impfzentrum,Divers,29,22,18
2022-01-25,Impfzentrum,Weiblich,32380,30717,25336
2022-01-25,Impfzentrum,Maennlich,29112,28251,25680
2022-01-25,Impfzentrum,Divers,29,22,18
2022-01-26,Impfzentrum,Weiblich,32387,30740,25403
2022-01-26,Impfzentrum,Maennlich,29119,28280,25745
2022-01-26,Impfzentrum,Divers,29,22,18
2022-01-27,Impfzentrum,Weiblich,32391,30790,25485
2022-01-27,Impfzentrum,Maennlich,29133,28329,25853
2022-01-27,Impfzentrum,Divers,29,22,18
2022-01-28,Impfzentrum,Weiblich,32414,30905,25638
2022-01-28,Impfzentrum,Maennlich,29149,28435,26001
2022-01-28,Impfzentrum,Divers,29,22,19
2022-01-29,Impfzentrum,Weiblich,32436,30940,25746
2022-01-29,Impfzentrum,Maennlich,29168,28479,26104
2022-01-29,Impfzentrum,Divers,29,22,19
2022-01-31,Impfzentrum,Weiblich,32446,30968,25826
2022-01-31,Impfzentrum,Maennlich,29178,28509,26192
2022-01-31,Impfzentrum,Divers,29,22,19
2022-02-01,Impfzentrum,Weiblich,32458,30997,25872
2022-02-01,Impfzentrum,Maennlich,29185,28549,26252
2022-02-01,Impfzentrum,Divers,29,22,19
2022-02-02,Impfzentrum,Weiblich,32459,31012,25907
2022-02-02,Impfzentrum,Maennlich,29193,28572,26291
2022-02-02,Impfzentrum,Divers,29,22,19
2022-02-03,Impfzentrum,Weiblich,32463,31022,25949
2022-02-03,Impfzentrum,Maennlich,29200,28593,26329
2022-02-03,Impfzentrum,Divers,29,22,19
2022-02-05,Impfzentrum,Weiblich,32480,31087,26088
2022-02-05,Impfzentrum,Maennlich,29217,28671,26502
2022-02-05,Impfzentrum,Divers,29,22,19
2022-02-06,Impfzentrum,Weiblich,32487,31105,26153
2022-02-06,Impfzentrum,Maennlich,29227,28697,26567
2022-02-06,Impfzentrum,Divers,29,22,19
2022-02-07,Impfzentrum,Weiblich,32493,31119,26206
2022-02-07,Impfzentrum,Maennlich,29235,28715,26643
2022-02-07,Impfzentrum,Divers,29,22,19
2022-02-08,Impfzentrum,Weiblich,32494,31129,26243
2022-02-08,Impfzentrum,Maennlich,29241,28729,26692
2022-02-08,Impfzentrum,Divers,29,22,19
2022-02-09,Impfzentrum,Weiblich,32496,31142,26274
2022-02-09,Impfzentrum,Maennlich,29243,28744,26722
2022-02-09,Impfzentrum,Divers,29,22,19
2022-02-10,Impfzentrum,Weiblich,32499,31147,26310
2022-02-10,Impfzentrum,Maennlich,29245,28755,26767
2022-02-10,Impfzentrum,Divers,29,22,19
