MaStRId,MaStRNummer,status,registrierungMaStR,inbetriebnahme,inbetriebnahmeGeplant,stilllegung,name,betreiber,plz,ort,strasse,hausnummer,lat,long,netzbetreiberPruefung,batterietechnologie,bruttoleistung_kW,nettonennleistung_kW,kapazitaet_kWh,einspeisung,istNotstromaggregat
4040615,SEE967195799044,In Betrieb,2021-01-04,2015-01-30,,,,,85598,Baldham,,,,,false,Lithium,3.0,3.0,9.2,Teileinspeisung (einschließlich Eigenverbrauch),false
1836067,SEE921303467386,In Betrieb,2019-02-10,2015-04-23,,,,,85598,Baldham,,,,,true,Lithium,4.6,4.6,4.6,Teileinspeisung (einschließlich Eigenverbrauch),true
3757127,SEE924131340777,In Betrieb,2020-11-29,2015-11-25,,,,,85598,Baldham,,,,,false,Lithium,1.5,1.5,2.0,Teileinspeisung (einschließlich Eigenverbrauch),false
1950651,SEE966090951762,In Betrieb,2019-03-22,2016-05-25,,,,,85598,Baldham,,,,,true,Lithium,1.0,1.0,4.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3304277,SEE912312170787,In Betrieb,2020-08-02,2016-08-06,,,,,85598,Baldham,,,,,true,Lithium,5.0,5.0,5.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3304360,SEE933769341612,In Betrieb,2020-08-02,2016-08-10,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,3.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2633321,SEE903864534554,In Betrieb,2019-12-27,2016-09-13,,,,,85591,Vaterstetten,,,,,true,Lithium,6.4,2.5,6.4,Teileinspeisung (einschließlich Eigenverbrauch),false
1838418,SEE947438594230,In Betrieb,2019-02-10,2016-10-14,,,,,85598,Baldham,,,,,true,Lithium,3.0,3.0,13.8,Teileinspeisung (einschließlich Eigenverbrauch),false
2631970,SEE966720423010,Vorübergehend stillgelegt,2019-12-27,2016-10-14,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,6.4,Volleinspeisung,false
2643745,SEE912330933777,In Betrieb,2019-12-31,2016-10-14,,,,,85591,Vaterstetten,,,,,true,Lithium,6.4,6.4,6.4,Teileinspeisung (einschließlich Eigenverbrauch),false
2631657,SEE990105407555,In Betrieb,2020-12-11,2016-10-14,,,,,85591,Vaterstetten,,,,,false,Lithium,3.0,3.0,6.4,Teileinspeisung (einschließlich Eigenverbrauch),false
2387700,SEE911118982327,In Betrieb,2019-09-29,2016-10-24,,,,,85591,Vaterstetten,,,,,true,Lithium,6.4,6.4,6.4,Teileinspeisung (einschließlich Eigenverbrauch),false
3853619,SEE929884633565,In Betrieb,2020-12-10,2016-12-21,,,,,85598,Baldham,,,,,true,Lithium,2.5,2.5,4.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3119731,SEE999615762185,In Betrieb,2020-06-06,2017-03-07,,,,,85646,Neufarn,,,,,true,Lithium,3.0,3.0,3.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3757726,SEE916173190076,In Betrieb,2020-11-30,2017-05-12,,,,,85598,Baldham,,,,,true,Lithium,9.9,9.9,17.64,Teileinspeisung (einschließlich Eigenverbrauch),false
4266339,SEE932994432447,In Betrieb,2021-01-28,2017-06-22,,,,,85646,Neufarn,,,,,true,Lithium,3.3,3.3,8.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3307369,SEE932899842587,In Betrieb,2020-08-02,2017-07-07,,,,,85598,Baldham,,,,,true,Lithium,6.4,2.2,6.4,Volleinspeisung,false
3326730,SEE963488368195,In Betrieb,2020-08-08,2017-08-22,,,,,85598,Baldham,,,,,true,Lithium,3.0,3.0,6.5,Teileinspeisung (einschließlich Eigenverbrauch),true
4003475,SEE947841434628,In Betrieb,2020-12-30,2017-10-25,,,,,85598,Baldham,,,,,true,Nickel-Cadmium / Nickel-Metallhydrid,3.0,3.0,6.9,Teileinspeisung (einschließlich Eigenverbrauch),false
2406797,SEE991139556134,In Betrieb,2019-10-07,2017-12-06,,,,,85598,Baldham,,,,,true,Lithium,9.0,8.0,9.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2640285,SEE980391937461,In Betrieb,2019-12-30,2017-12-06,,,,,85599,Parsdorf,,,,,true,Lithium,5.0,5.0,13.5,Teileinspeisung (einschließlich Eigenverbrauch),false
3321116,SEE921519454620,In Betrieb,2020-08-06,2018-01-08,,,,,85622,Weißenfeld,,,,,true,Lithium,5.5,4.6,5.5,Teileinspeisung (einschließlich Eigenverbrauch),false
3123897,SEE994199476299,In Betrieb,2020-06-07,2018-01-09,,,,,85622,Weißenfeld,,,,,true,Lithium,17.6,4.6,17.6,Teileinspeisung (einschließlich Eigenverbrauch),false
2636074,SEE998858737776,In Betrieb,2019-12-28,2018-01-25,,,,,85599,Parsdorf,,,,,true,Lithium,5.0,5.0,13.5,Teileinspeisung (einschließlich Eigenverbrauch),true
3126149,SEE959966115993,In Betrieb,2020-06-08,2018-03-12,,,,,85591,Vaterstetten,,,,,true,Lithium,3.2,3.2,8.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2060454,SEE969061592698,In Betrieb,2019-05-21,2018-03-21,,,,,85598,Baldham,,,,,true,Lithium,3.3,3.3,10.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3326771,SEE980525384574,Endgültig stillgelegt,2020-08-08,2018-05-03,,2022-05-02,,,85591,Vaterstetten,,,,,true,Lithium,7.0,7.0,8.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3343431,SEE996516729378,In Betrieb,2020-08-14,2018-05-08,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,15.84,Teileinspeisung (einschließlich Eigenverbrauch),false
5632052,SEE978130945501,In Betrieb,2023-01-19,2018-06-28,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,17.55,Teileinspeisung (einschließlich Eigenverbrauch),true
1907991,SEE970737024191,In Betrieb,2019-03-05,2018-07-31,,,,,85646,Neufarn,,,,,true,Lithium,2.5,2.5,6.4,Teileinspeisung (einschließlich Eigenverbrauch),false
3565587,SEE947889111123,In Betrieb,2020-10-26,2018-08-27,,,,,85591,Vaterstetten,,,,,false,Lithium,2.5,2.5,7.5,Teileinspeisung (einschließlich Eigenverbrauch),false
1956745,SEE976573181425,In Betrieb,2019-03-26,2018-08-30,,,3E-PV-Mieterstrom Dorfstraße Batteriespeicher,3E-eG Eigene Erneuerbare Energie Genossenschaft,85591,Vaterstetten,,,,,true,Lithium,9.9,9.9,45.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2001338,SEE949159880975,In Betrieb,2019-04-18,2018-10-05,,,,,85598,Baldham,,,,,false,Lithium,2.5,2.5,6.4,Teileinspeisung (einschließlich Eigenverbrauch),false
4813437,SEE996073267061,Endgültig stillgelegt,2021-12-11,2018-11-09,,2022-02-14,,,85591,Vaterstetten,,,,,true,Redox-Flow,1.5,1.5,6.8,Teileinspeisung (einschließlich Eigenverbrauch),false
3324705,SEE943322146721,In Betrieb,2020-08-07,2018-11-30,,,,,85598,Baldham,,,,,true,Lithium,5.0,3.6,5.0,Volleinspeisung,false
2632630,SEE931604463048,In Betrieb,2019-12-27,2018-12-04,,,,,85598,Baldham,,,,,true,Lithium,3.3,3.3,10.0,Teileinspeisung (einschließlich Eigenverbrauch),false
1866882,SEE900963152573,In Betrieb,2019-02-20,2018-12-10,,,,,85598,Baldham,,,,,true,Lithium,9.6,6.0,10.4,Teileinspeisung (einschließlich Eigenverbrauch),false
3323122,SEE900155688002,In Betrieb,2020-08-06,2019-01-10,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,10.0,Teileinspeisung (einschließlich Eigenverbrauch),true
2028647,SEE964189085589,In Betrieb,2019-05-05,2019-01-18,,,,,85591,Vaterstetten,,,,,true,Lithium,6.0,4.6,6.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2061414,SEE931124497493,In Betrieb,2019-05-22,2019-01-18,,,,,85591,Vaterstetten,,,,,true,Lithium,6.0,4.6,6.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2063793,SEE945027274556,In Betrieb,2019-05-22,2019-01-18,,,,,85591,Vaterstetten,,,,,true,Lithium,2.0,2.0,2.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2295064,SEE914215143622,In Betrieb,2019-08-18,2019-01-18,,,,,85591,Vaterstetten,,,,,true,Lithium,1.5,1.5,2.0,Teileinspeisung (einschließlich Eigenverbrauch),false
1874011,SEE958254212192,In Betrieb,2019-02-22,2019-01-24,,,,,85598,Baldham,,,,,true,Lithium,7.0,7.0,10.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2025010,SEE937484464052,In Betrieb,2019-05-03,2019-05-03,,,,,85591,Vaterstetten,,,,,true,Lithium,3.3,3.3,11.25,Teileinspeisung (einschließlich Eigenverbrauch),false
3986049,SEE955705735668,In Betrieb,2020-12-28,2019-05-15,,,,,85598,Baldham,,,,,true,Lithium,4.6,4.6,7.68,Teileinspeisung (einschließlich Eigenverbrauch),false
2150104,SEE976251562034,In Betrieb,2019-06-13,2019-05-17,,,,,85598,Baldham,,,,,false,Lithium,5.0,4.6,5.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2199712,SEE996791635937,In Betrieb,2019-07-04,2019-06-28,,,,,85591,Vaterstetten,,,,,true,Lithium,1.5,1.5,2.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2213133,SEE903491057402,In Betrieb,2019-07-10,2019-06-28,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,6.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2273323,SEE977320664352,In Betrieb,2019-08-07,2019-06-28,,,,,85591,Vaterstetten,,,,,true,Lithium,2.5,2.5,4.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2318257,SEE967993768761,In Betrieb,2019-08-28,2019-06-28,,,,,85591,Vaterstetten,,,,,false,Lithium,1.5,1.5,2.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2441445,SEE994292879973,In Betrieb,2019-10-22,2019-06-28,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,6.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3008123,SEE944554720420,In Betrieb,2020-04-14,2019-06-28,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,6.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2251135,SEE909352731467,In Betrieb,2019-07-29,2019-07-12,,,,,85591,Vaterstetten,,,,,true,Lithium,4.6,4.6,5.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2274879,SEE905956352084,In Betrieb,2019-08-08,2019-07-29,,,,,85598,Baldham,,,,,true,Lithium,3.3,3.3,9.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2274420,SEE913337933586,In Betrieb,2019-08-07,2019-08-07,,,,,85591,Vaterstetten,,,,,true,Lithium,3.3,3.3,9.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2342233,SEE900453628120,In Betrieb,2019-09-09,2019-08-28,,,,,85591,Vaterstetten,,,,,false,Lithium,3.2,3.2,2.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2216983,SEE959439692358,In Betrieb,2019-09-11,2019-09-11,,,,,85622,Weißenfeld,,,,,false,Lithium,3.3,3.3,6.75,Teileinspeisung (einschließlich Eigenverbrauch),false
2304033,SEE985411107831,In Betrieb,2019-12-11,2019-09-12,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,5.85,Teileinspeisung (einschließlich Eigenverbrauch),true
2847868,SEE918600777027,In Betrieb,2020-03-01,2019-10-19,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,5.76,Teileinspeisung (einschließlich Eigenverbrauch),true
2929615,SEE951864851324,In Betrieb,2020-03-28,2019-11-21,,,,,85591,Vaterstetten,,,,,true,Lithium,3.68,3.68,10.24,Teileinspeisung (einschließlich Eigenverbrauch),false
2492967,SEE908767366080,In Betrieb,2019-11-11,2019-11-27,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,4.4,Teileinspeisung (einschließlich Eigenverbrauch),false
2901233,SEE954615559319,In Betrieb,2020-03-19,2019-11-28,,,,,85598,Baldham,,,,,true,Lithium,3.7,3.7,13.0,Teileinspeisung (einschließlich Eigenverbrauch),false
5409439,SEE916356207829,In Betrieb,2022-10-19,2019-12-19,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,14.5,Teileinspeisung (einschließlich Eigenverbrauch),true
2673337,SEE952848088835,In Betrieb,2020-01-10,2020-01-08,,,,,85598,Baldham,,,,,true,Lithium,1.5,1.5,5.85,Teileinspeisung (einschließlich Eigenverbrauch),false
4146876,SEE930525370374,In Betrieb,2021-01-16,2020-01-14,,,,,85598,Baldham,,,,,false,Lithium,5.0,5.0,13.5,Teileinspeisung (einschließlich Eigenverbrauch),false
2962244,SEE906827217778,In Betrieb,2020-04-08,2020-01-16,,,,,85646,Neufarn,,,,,true,Lithium,1.25,1.25,2.5,Teileinspeisung (einschließlich Eigenverbrauch),false
2760094,SEE927960533273,In Betrieb,2020-02-04,2020-01-24,,,,,85591,Vaterstetten,,,,,true,Lithium,5.5,5.5,6.4,Teileinspeisung (einschließlich Eigenverbrauch),false
2799596,SEE977141295223,In Betrieb,2020-02-15,2020-02-10,,,,,85598,Baldham,,,,,true,Lithium,3.0,3.0,11.7,Teileinspeisung (einschließlich Eigenverbrauch),true
2964689,SEE911277115642,In Betrieb,2020-04-09,2020-02-14,,,,,85591,Vaterstetten,,,,,true,Lithium,3.3,3.3,6.75,Teileinspeisung (einschließlich Eigenverbrauch),false
2998813,SEE993934864834,In Betrieb,2020-04-23,2020-02-20,,,,,85598,Baldham,,,,,true,Lithium,7.0,7.0,9.3,Teileinspeisung (einschließlich Eigenverbrauch),false
2959993,SEE958846272566,In Betrieb,2020-04-07,2020-03-04,,,,,85591,Vaterstetten,,,,,true,Lithium,4.6,4.6,13.5,Teileinspeisung (einschließlich Eigenverbrauch),false
2942874,SEE931447732646,In Betrieb,2020-03-31,2020-03-13,,,,,85598,Baldham,,,,,true,Lithium,3.3,3.3,12.5,Teileinspeisung (einschließlich Eigenverbrauch),false
3244060,SEE907829274752,In Betrieb,2020-07-14,2020-03-14,,,,,85598,Baldham,,,,,true,Sonstige,4.0,4.0,12.0,Teileinspeisung (einschließlich Eigenverbrauch),false
2938941,SEE901386856451,In Betrieb,2020-03-31,2020-03-16,,,,,85598,Baldham,,,,,true,Lithium,3.0,3.0,13.5,Teileinspeisung (einschließlich Eigenverbrauch),false
3170908,SEE972116194235,In Betrieb,2020-06-22,2020-03-19,,,,,85598,Baldham,,,,,true,Sonstige,4.2,3.0,5.9,Teileinspeisung (einschließlich Eigenverbrauch),false
2981471,SEE916075375120,In Betrieb,2020-04-17,2020-04-07,,,,,85646,Purfing,,,,,true,Lithium,7.0,7.0,9.3,Teileinspeisung (einschließlich Eigenverbrauch),true
3019466,SEE941137435023,In Betrieb,2020-05-01,2020-04-20,,,,,85598,Baldham,,,,,true,Lithium,10.0,10.0,10.24,Teileinspeisung (einschließlich Eigenverbrauch),false
3033224,SEE905463019838,In Betrieb,2020-05-06,2020-04-23,,,,,85598,Baldham,,,,,true,Lithium,2.25,2.25,10.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3146430,SEE988890289357,In Betrieb,2020-06-14,2020-04-28,,,,,85598,Baldham,,,,,true,Lithium,3.3,3.3,11.25,Teileinspeisung (einschließlich Eigenverbrauch),false
3047746,SEE984967498660,In Betrieb,2020-05-12,2020-05-07,,,,,85598,Baldham,,,,,true,Lithium,1.6,1.6,4.8,Teileinspeisung (einschließlich Eigenverbrauch),true
3118891,SEE990113422656,In Betrieb,2020-06-06,2020-05-14,,,,,85598,Baldham,,,,,true,Lithium,4.0,4.0,6.6,Teileinspeisung (einschließlich Eigenverbrauch),false
3253553,SEE963914324924,In Betrieb,2020-07-17,2020-05-18,,,,,85591,Vaterstetten,,,,,true,Lithium,3.4,3.4,5.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3151585,SEE976821839092,In Betrieb,2020-06-19,2020-05-21,,,,,85598,Baldham,,,,,true,Lithium,4.6,4.6,10.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3410319,SEE918068846440,In Betrieb,2020-09-08,2020-05-22,,,,,85646,Purfing,,,,,true,Lithium,3.75,3.75,10.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3214929,SEE981719132919,In Betrieb,2020-07-06,2020-06-05,,,,,85591,Vaterstetten,,,,,true,Lithium,3.2,3.2,4.5,Teileinspeisung (einschließlich Eigenverbrauch),false
3263100,SEE966832037242,In Betrieb,2020-07-20,2020-06-05,,,,,85591,Vaterstetten,,,,,true,Lithium,3.3,3.3,6.75,Teileinspeisung (einschließlich Eigenverbrauch),false
3304380,SEE927682196732,In Betrieb,2020-08-02,2020-06-05,,,,,85591,Vaterstetten,,,,,true,Lithium,3.3,3.3,6.8,Teileinspeisung (einschließlich Eigenverbrauch),false
3334396,SEE918681906415,In Betrieb,2020-08-11,2020-06-05,,,,,85591,Vaterstetten,,,,,false,Sonstige,3.3,3.3,6.75,Teileinspeisung (einschließlich Eigenverbrauch),false
3697478,SEE976714982362,In Betrieb,2020-11-21,2020-06-05,,,,,85591,Vaterstetten,,,,,true,Lithium,3.2,3.2,6.8,Teileinspeisung (einschließlich Eigenverbrauch),false
4327060,SEE975947118418,In Betrieb,2021-02-08,2020-06-05,,,,,85591,Vaterstetten,,,,,true,Lithium,3.3,3.3,6.75,Teileinspeisung (einschließlich Eigenverbrauch),false
4385840,SEE976915623101,In Betrieb,2021-03-13,2020-06-05,,,,,85591,Vaterstetten,,,,,true,Lithium,3.3,3.3,6.75,Teileinspeisung (einschließlich Eigenverbrauch),false
3115582,SEE948634284451,In Betrieb,2020-07-15,2020-06-06,,,,,85591,Vaterstetten,,,,,true,Lithium,3.0,3.0,5.85,Teileinspeisung (einschließlich Eigenverbrauch),false
3264313,SEE926542275471,In Betrieb,2020-09-13,2020-06-25,,,,,85591,Vaterstetten,,,,,false,Lithium,4.6,4.6,10.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3391342,SEE976262831266,In Betrieb,2020-09-01,2020-07-02,,,,,85598,Baldham,,,,,true,Lithium,4.2,4.2,5.9,Teileinspeisung (einschließlich Eigenverbrauch),false
3267365,SEE928263321215,In Betrieb,2020-07-21,2020-07-09,,,,,85591,Vaterstetten,,,,,true,Lithium,4.6,4.6,20.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3431351,SEE962933559867,In Betrieb,2020-09-16,2020-07-10,,,,,85598,Baldham,,,,,true,Lithium,3.0,3.0,3.84,Teileinspeisung (einschließlich Eigenverbrauch),false
3287911,SEE900815780381,In Betrieb,2020-07-27,2020-07-22,,,,,85591,Vaterstetten,,,,,true,Lithium,6.4,6.4,6.4,Teileinspeisung (einschließlich Eigenverbrauch),false
3292110,SEE913423931212,In Betrieb,2020-07-29,2020-07-24,,,,,85598,Baldham,,,,,true,Lithium,4.6,4.6,13.5,Teileinspeisung (einschließlich Eigenverbrauch),false
3408223,SEE952539266658,In Betrieb,2020-10-10,2020-07-28,,,,,85591,Vaterstetten,,,,,true,Lithium,7.7,5.5,7.7,Teileinspeisung (einschließlich Eigenverbrauch),false
4149428,SEE914642412599,In Betrieb,2021-01-17,2020-08-03,,,,,85598,Baldham,,,,,false,Lithium,3.3,3.3,7.8,Teileinspeisung (einschließlich Eigenverbrauch),false
3599917,SEE911759540627,In Betrieb,2020-11-03,2020-08-05,,,,,85598,Baldham,,,,,true,Lithium,1.5,1.5,5.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3480034,SEE900132118423,In Betrieb,2020-10-02,2020-08-10,,,,,85591,Vaterstetten,,,,,true,Lithium,5.0,5.0,5.12,Teileinspeisung (einschließlich Eigenverbrauch),false
4084826,SEE910782144093,In Betrieb,2021-01-08,2020-08-12,,,,,85591,Vaterstetten,,,,,true,Lithium,8.0,8.0,11.5,Teileinspeisung (einschließlich Eigenverbrauch),false
4367242,SEE957460123346,In Betrieb,2021-03-01,2020-08-20,,,,,85591,Vaterstetten,,,,,true,Sonstige,10.0,10.0,11.52,Teileinspeisung (einschließlich Eigenverbrauch),false
3444480,SEE910446746205,In Betrieb,2020-09-22,2020-08-21,,,,,85598,Baldham,,,,,true,Lithium,4.6,4.6,15.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3223670,SEE961613086785,In Betrieb,2020-10-07,2020-08-24,,,,,85591,Vaterstetten,,,,,true,Lithium,1.5,1.5,5.85,Teileinspeisung (einschließlich Eigenverbrauch),false
3474548,SEE946148504478,In Betrieb,2020-10-01,2020-08-25,,,,,85591,Vaterstetten,,,,,true,Lithium,4.5,4.5,10.8,Teileinspeisung (einschließlich Eigenverbrauch),true
3944305,SEE997359203148,In Betrieb,2020-12-22,2020-08-25,,,,,85591,Vaterstetten,,,,,true,Lithium,5.0,5.0,12.4,Teileinspeisung (einschließlich Eigenverbrauch),false
3377994,SEE995985331556,In Betrieb,2020-08-27,2020-08-27,,,,,85646,Neufarn,,,,,true,Lithium,5.0,5.0,9.3,Teileinspeisung (einschließlich Eigenverbrauch),true
3419001,SEE937164652793,In Betrieb,2020-09-11,2020-08-31,,,,,85591,Vaterstetten,,,,,true,Lithium,4.6,4.6,13.5,Teileinspeisung (einschließlich Eigenverbrauch),false
3393811,SEE931805411626,In Betrieb,2020-09-01,2020-09-01,,,,,85598,Baldham,,,,,true,Lithium,12.0,12.0,12.0,Teileinspeisung (einschließlich Eigenverbrauch),false
4284079,SEE902141467752,In Betrieb,2021-01-29,2020-09-01,,,,,85646,Neufarn,,,,,true,Lithium,2.66,2.66,4.86,Teileinspeisung (einschließlich Eigenverbrauch),false
3398740,SEE900700198468,In Betrieb,2021-03-24,2020-09-01,,,,,85598,Baldham,,,,,false,Lithium,4.5,4.5,10.8,Teileinspeisung (einschließlich Eigenverbrauch),true
3399164,SEE932555117448,In Betrieb,2020-09-03,2020-09-03,,,,,85591,Vaterstetten,,,,,true,Lithium,7.5,6.5,6.5,Teileinspeisung (einschließlich Eigenverbrauch),false
3409170,SEE964162797676,In Betrieb,2020-09-08,2020-09-03,,,,,85598,Baldham,,,,,true,Lithium,5.1,5.1,5.1,Teileinspeisung (einschließlich Eigenverbrauch),false
3678747,SEE999735407263,In Betrieb,2020-11-18,2020-09-04,,,,,85591,Vaterstetten,,,,,true,Lithium,9.99,9.99,9.99,Teileinspeisung (einschließlich Eigenverbrauch),false
4770300,SEE987195835979,In Betrieb,2021-11-16,2020-09-05,,,,,85591,Vaterstetten,,,,,true,Lithium,2.5,2.5,5.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3425453,SEE999820712630,In Betrieb,2020-09-14,2020-09-08,,,,,85646,Purfing,,,,,true,Lithium,6.0,6.0,11.7,Teileinspeisung (einschließlich Eigenverbrauch),false
3413805,SEE985257110132,In Betrieb,2020-09-09,2020-09-09,,,,,85598,Baldham,,,,,true,Lithium,12.0,12.0,12.0,Teileinspeisung (einschließlich Eigenverbrauch),false
3417252,SEE943582954111,In Betrieb,2020-09-10,2020-09-09,,,,,85598,Baldham,,,,,true,Lithium,1.5,1.5,5.85,Teileinspeisung (einschließlich Eigenverbrauch),false
3436452,SEE930505254588,In Betrieb,2020-09-18,2020-09-11,,,,,85591,Vaterstetten,,,,,true,Lithium,4.6,4.6,5.12,Teileinspeisung (einschließlich Eigenverbrauch),false
